date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:05	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:05%20GMT	https://owasp.org/www-community/attacks/LDAP_injection	httrack_owasp/owasp.org/www-community/attacks/LDAP_injection	(from https://owasp.org/www-community/attacks/Function_Injection)
22:21:06	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:06%20GMT	https://owasp.org/www-community/attacks/Cross-site_Scripting_/(XSS/)	httrack_owasp/owasp.org/www-community/attacks/Cross-site_Scripting_/(XSS/)	(from https://owasp.org/www-community/attacks/Function_Injection)
22:21:07	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:07%20GMT	https://owasp.org/www-community/attacks/Input_Validation	httrack_owasp/owasp.org/www-community/attacks/Input_Validation	(from https://owasp.org/www-community/attacks/Function_Injection)
22:21:08	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:08%20GMT	https://owasp.org/www-community/attacks/Canonicalization	httrack_owasp/owasp.org/www-community/attacks/Canonicalization	(from https://owasp.org/www-community/attacks/Function_Injection)
22:21:09	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:09%20GMT	https://owasp.org/www-community/attacks/Page_Hijacking	httrack_owasp/owasp.org/www-community/attacks/Page_Hijacking	(from https://owasp.org/www-community/attacks/HTTP_Response_Splitting)
22:21:10	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:10%20GMT	https://owasp.org/www-community/attacks/OWASP_WebScarab	httrack_owasp/owasp.org/www-community/attacks/OWASP_WebScarab	(from https://owasp.org/www-community/attacks/Manipulator-in-the-middle_attack)
22:21:11	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:11%20GMT	https://owasp.org/www-community/attacks/Man-in-the-middle_attack	httrack_owasp/owasp.org/www-community/attacks/Man-in-the-middle_attack	(from https://owasp.org/www-community/attacks/Mobile_code_invoking_untrusted_mobile_code)
22:21:12	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:12%20GMT	https://owasp.org/www-community/attacks/Mobile_code:_non-final_public_field	httrack_owasp/owasp.org/www-community/attacks/Mobile_code__non-final_public_field	(from https://owasp.org/www-community/attacks/Mobile_code_invoking_untrusted_mobile_code)
22:21:13	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:13%20GMT	https://owasp.org/www-community/attacks/Mobile_code:_object_hijack	httrack_owasp/owasp.org/www-community/attacks/Mobile_code__object_hijack	(from https://owasp.org/www-community/attacks/Mobile_code_invoking_untrusted_mobile_code)
22:21:14	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:14%20GMT	https://owasp.org/www-community/attacks/Hashing	httrack_owasp/owasp.org/www-community/attacks/Hashing	(from https://owasp.org/www-community/attacks/Mobile_code_invoking_untrusted_mobile_code)
22:21:15	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:15%20GMT	https://owasp.org/www-community/attacks/Mobile_code:_invoking_untrusted_mobile_code	httrack_owasp/owasp.org/www-community/attacks/Mobile_code__invoking_untrusted_mobile_code	(from https://owasp.org/www-community/attacks/Mobile_code_non-final_public_field)
22:21:16	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:16%20GMT	https://owasp.org/www-community/attacks/Cross-site_scripting	httrack_owasp/owasp.org/www-community/attacks/Cross-site_scripting	(from https://owasp.org/www-community/attacks/Reflected_DOM_Injection)
22:21:17	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:17%20GMT	https://owasp.org/www-community/attacks/Data_Validation	httrack_owasp/owasp.org/www-community/attacks/Data_Validation	(from https://owasp.org/www-community/attacks/Reflected_DOM_Injection)
22:21:18	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:18%20GMT	https://owasp.org/www-community/attacks/OWASP_NYC_AppSec_2008_Conference	httrack_owasp/owasp.org/www-community/attacks/OWASP_NYC_AppSec_2008_Conference	(from https://owasp.org/www-community/attacks/Reflected_DOM_Injection)
22:21:19	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:19%20GMT	https://owasp.org/www-community/attacks/OWASP_AppSec_Europe_2008_-_Belgium	httrack_owasp/owasp.org/www-community/attacks/OWASP_AppSec_Europe_2008_-_Belgium	(from https://owasp.org/www-community/attacks/Reflected_DOM_Injection)
22:21:20	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:20%20GMT	https://owasp.org/www-community/attacks/Path_Manipulation	httrack_owasp/owasp.org/www-community/attacks/Path_Manipulation	(from https://owasp.org/www-community/attacks/Resource_Injection)
22:21:21	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:21%20GMT	https://owasp.org/www-community/attacks/Relative_Path_Traversal	httrack_owasp/owasp.org/www-community/attacks/Relative_Path_Traversal	(from https://owasp.org/www-community/attacks/Resource_Injection)
22:21:23	50282/50282	---MCZ	200	added ('OK')	text/html	date:Sat,%2028%20Dec%202024%2005:04:38%20GMT	https://owasp.org/www-community/attacks/SQL_Injection_Bypassing_WAF	httrack_owasp/owasp.org/www-community/attacks/SQL_Injection_Bypassing_WAF.html	(from https://owasp.org/www-community/attacks/SQL_Injection)
22:21:23	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:23%20GMT	https://owasp.org/www-community/attacks/PHP_File_Inclusion	httrack_owasp/owasp.org/www-community/attacks/PHP_File_Inclusion.6d.delayed	(from https://owasp.org/www-community/attacks/Server-Side_Includes_(SSI)_Injection)
22:21:24	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:24%20GMT	https://owasp.org/www-community/attacks/Manipulating_User_Permission_Identifier	httrack_owasp/owasp.org/www-community/attacks/Manipulating_User_Permission_Identifier	(from https://owasp.org/www-community/attacks/Session_Prediction)
22:21:25	8789/8789	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sat,%2028%20Dec%202024%2021:21:25%20GMT	https://owasp.org/www-community/attacks/XSS	httrack_owasp/owasp.org/www-community/attacks/XSS	(from https://owasp.org/www-community/attacks/Session_fixation)
22:21:26	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:26%20GMT	https://owasp.org/www-community/attacks/Phishing	httrack_owasp/owasp.org/www-community/attacks/Phishing	(from https://owasp.org/www-community/attacks/Spyware)
22:21:27	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:27%20GMT	https://owasp.org/www-community/attacks/XSS_Attacks	httrack_owasp/owasp.org/www-community/attacks/XSS_Attacks	(from https://owasp.org/www-community/attacks/Web_Parameter_Tampering)
22:21:28	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:28%20GMT	https://owasp.org/www-community/attacks/OWASP_AppSec_Europe_2007_-_Italy	httrack_owasp/owasp.org/www-community/attacks/OWASP_AppSec_Europe_2007_-_Italy	(from https://owasp.org/www-community/attacks/DOM_Based_XSS)
22:21:29	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:29%20GMT	https://owasp.org/www-community/attacks/Testing_for_DOM-based_Cross_site_scripting_/(OWASP-DV-003/)	httrack_owasp/owasp.org/www-community/attacks/Testing_for_DOM-based_Cross_site_scripting_/(OWASP-DV-003/)	(from https://owasp.org/www-community/attacks/DOM_Based_XSS)
22:21:30	29283/29283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Dec%202024%2021:21:30%20GMT	https://owasp.org/www-community/attacks/SQL_injection	httrack_owasp/owasp.org/www-community/attacks/SQL_injection	(from https://owasp.org/www-community/attacks/SQL_Injection_Bypassing_WAF)
